frame,track_id,x,y,w,h
0,-1,787.53369140625,568.2328491210938,128.70880126953125,119.33392333984376
0,-1,1165.7738037109375,112.72737121582033,44.7850341796875,46.74354553222655
0,-1,201.55039978027344,162.69435119628906,58.94313049316406,51.01844787597653
0,-1,669.0519409179688,599.1837768554688,127.6678466796875,115.09124755859376
0,-1,601.977783203125,631.4344482421875,130.1141357421875,87.96649169921875
0,-1,1023.6920166015624,285.2257385253906,68.58361816406261,72.94488525390625
0,-1,1011.1453247070312,164.44566345214844,36.41778564453125,48.08682250976565
0,-1,1076.0506591796875,406.5670776367188,73.7161865234375,67.69332885742182
0,-1,117.5255355834961,649.0818481445312,81.0515213012695,70.91815185546875
0,-1,257.8902282714844,231.1963653564453,51.35415649414063,46.05870056152344
0,-1,145.7408905029297,228.03445434570312,48.68136596679688,46.7265625
0,-1,247.2283935546875,121.83448791503906,21.05682373046875,37.05256652832031
0,-1,925.80078125,572.620849609375,119.5650634765625,111.141357421875
0,-1,607.8446655273438,324.2595520019531,82.19866943359375,69.57672119140625
0,-1,782.3499755859375,219.3065948486328,37.31475830078125,49.37751770019531
0,-1,1238.69287109375,90.08317565917967,58.6734619140625,42.9175262451172
0,-1,658.5513305664062,269.3075561523437,45.7733154296875,61.83227539062506
0,-1,243.0165100097656,206.17335510253903,40.6578063964844,41.3096618652344
0,-1,848.3549194335938,242.57339477539065,81.98333740234386,91.0908508300781
0,-1,1117.1468505859375,154.4944305419922,35.3348388671875,43.16085815429685
0,-1,764.1625366210938,201.1985015869141,33.58746337890625,46.22177124023435
0,-1,1132.82958984375,132.49545288085938,31.9246826171875,40.96485900878906
0,-1,406.3866271972656,111.6897964477539,52.7142333984375,42.80623626708984
0,-1,1069.9852294921875,102.1807632446289,26.7413330078125,32.961997985839844
0,-1,1288.4613037109375,26.711406707763672,21.9903564453125,35.28036880493164
0,-1,912.5953369140624,155.5424346923828,38.28326416015637,44.4453430175781
0,-1,868.9002685546875,550.5401611328125,73.88153076171875,76.33880615234375
0,-1,1361.9293212890625,45.79069137573242,43.02978515625,36.62185287475586
0,-1,517.2100830078125,215.43426513671875,47.6474609375,44.42657470703125
0,-1,1303.96728515625,12.209172248840332,16.3177490234375,26.372008323669437
0,-1,1037.4322509765625,83.13522338867188,35.6759033203125,38.60939025878906
0,-1,1159.061767578125,68.16091918945312,19.72607421875,32.65708160400392
0,-1,1300.3826904296875,87.85621643066406,55.4547119140625,48.431884765625
0,-1,749.3701171875,289.751708984375,55.39276123046875,75.2728271484375
0,-1,900.208740234375,122.83355712890624,47.396240234375,45.20442199707033
0,-1,659.953857421875,304.0326538085937,59.53033447265625,67.74560546875006
0,-1,1089.38671875,56.374454498291016,48.216552734375,32.76992416381836
0,-1,1198.3388671875,143.30099487304688,70.0301513671875,49.29988098144531
0,-1,1327.3751220703125,279.5184936523437,61.93603515625,53.73434448242193
0,-1,268.4125061035156,98.021240234375,49.931640625,38.92070007324219
0,-1,898.4855346679688,148.1106719970703,25.1605224609375,42.49226379394528
0,-1,231.0476226806641,72.30872344970703,17.91954040527341,30.815773010253903
0,-1,1198.5892333984375,143.41864013671875,69.3834228515625,49.13873291015625
0,-1,1144.718505859375,91.5276336669922,19.83544921875,43.97135925292967
0,-1,1018.2035522460938,123.4200439453125,80.96954345703125,51.2052001953125
0,-1,1300.455322265625,87.83895111083984,56.1712646484375,48.65421295166016
0,-1,1306.2694091796875,187.6516265869141,44.7802734375,65.9645080566406
0,-1,1399.317626953125,11.709409713745115,30.8038330078125,28.654878616333008
0,-1,1017.8317260742188,123.6260223388672,80.46722412109375,49.8218536376953
0,-1,742.3307495117188,286.85223388671875,56.378173828125,51.45040893554688
0,-1,258.4706115722656,77.74348449707031,16.41766357421875,29.35699462890625
0,-1,974.1541748046876,223.1201934814453,22.023315429687383,38.98124694824219
0,-1,1172.166015625,635.4169921875,28.2781982421875,56.04217529296875
0,-1,1377.0423583984375,208.0446929931641,17.4542236328125,46.9970703125
0,-1,1386.653076171875,176.4423370361328,19.6051025390625,41.322708129882784
0,-1,1347.45263671875,188.6648101806641,15.0555419921875,43.19137573242188
0,-1,462.1651916503906,202.8550720214844,18.029022216796875,35.23239135742185
0,-1,1148.3636474609375,634.484130859375,52.3743896484375,57.93084716796875
10,-1,788.1317138671875,568.1580810546875,128.11370849609375,119.1954345703125
