frame,x1,y1,x2,y2,class_name,conf
0,787.53369140625,568.2328491210938,916.2424926757812,687.5667724609375,,0.0
0,1165.7738037109375,112.72737121582033,1210.558837890625,159.47091674804688,,0.0
0,201.55039978027344,162.69435119628906,260.4935302734375,213.7127990722656,,0.0
0,669.0519409179688,599.1837768554688,796.7197875976562,714.2750244140625,,0.0
0,601.977783203125,631.4344482421875,732.0919189453125,719.4009399414062,,0.0
0,1023.6920166015624,285.2257385253906,1092.275634765625,358.1706237792969,,0.0
0,1011.1453247070312,164.44566345214844,1047.5631103515625,212.5324859619141,,0.0
0,1076.0506591796875,406.5670776367188,1149.766845703125,474.2604064941406,,0.0
0,117.5255355834961,649.0818481445312,198.5770568847656,720.0,,0.0
0,257.8902282714844,231.1963653564453,309.244384765625,277.25506591796875,,0.0
0,145.7408905029297,228.03445434570312,194.42225646972656,274.7610168457031,,0.0
0,247.2283935546875,121.83448791503906,268.28521728515625,158.88705444335938,,0.0
0,925.80078125,572.620849609375,1045.3658447265625,683.76220703125,,0.0
0,607.8446655273438,324.2595520019531,690.0433349609375,393.8362731933594,,0.0
0,782.3499755859375,219.3065948486328,819.6647338867188,268.6841125488281,,0.0
0,1238.69287109375,90.08317565917967,1297.3663330078125,133.00070190429688,,0.0
0,658.5513305664062,269.3075561523437,704.3246459960938,331.13983154296875,,0.0
0,243.0165100097656,206.17335510253903,283.67431640625,247.48301696777344,,0.0
0,848.3549194335938,242.57339477539065,930.3382568359376,333.66424560546875,,0.0
0,1117.1468505859375,154.4944305419922,1152.481689453125,197.65528869628903,,0.0
0,764.1625366210938,201.1985015869141,797.75,247.42027282714844,,0.0
0,1132.82958984375,132.49545288085938,1164.7542724609375,173.46031188964844,,0.0
0,406.3866271972656,111.6897964477539,459.1008605957031,154.49603271484375,,0.0
0,1069.9852294921875,102.1807632446289,1096.7265625,135.14276123046875,,0.0
0,1288.4613037109375,26.711406707763672,1310.45166015625,61.99177551269531,,0.0
0,912.5953369140624,155.5424346923828,950.8786010742188,199.9877777099609,,0.0
0,868.9002685546875,550.5401611328125,942.7817993164062,626.8789672851562,,0.0
0,1361.9293212890625,45.79069137573242,1404.9591064453125,82.41254425048828,,0.0
0,517.2100830078125,215.43426513671875,564.8575439453125,259.86083984375,,0.0
0,1303.96728515625,12.209172248840332,1320.2850341796875,38.581180572509766,,0.0
0,1037.4322509765625,83.13522338867188,1073.108154296875,121.74461364746094,,0.0
0,1159.061767578125,68.16091918945312,1178.787841796875,100.81800079345705,,0.0
0,1300.3826904296875,87.85621643066406,1355.83740234375,136.28810119628906,,0.0
0,749.3701171875,289.751708984375,804.7628784179688,365.0245361328125,,0.0
0,900.208740234375,122.83355712890624,947.60498046875,168.03797912597656,,0.0
0,659.953857421875,304.0326538085937,719.4841918945312,371.77825927734375,,0.0
0,1089.38671875,56.374454498291016,1137.603271484375,89.14437866210938,,0.0
0,1198.3388671875,143.30099487304688,1268.3690185546875,192.6008758544922,,0.0
0,1327.3751220703125,279.5184936523437,1389.3111572265625,333.2528381347656,,0.0
0,268.4125061035156,98.021240234375,318.3441467285156,136.9419403076172,,0.0
0,898.4855346679688,148.1106719970703,923.6460571289062,190.6029357910156,,0.0
0,231.0476226806641,72.30872344970703,248.9671630859375,103.12449645996094,,0.0
0,1198.5892333984375,143.41864013671875,1267.97265625,192.557373046875,,0.0
0,1144.718505859375,91.5276336669922,1164.553955078125,135.49899291992188,,0.0
0,1018.2035522460938,123.4200439453125,1099.173095703125,174.625244140625,,0.0
0,1300.455322265625,87.83895111083984,1356.6265869140625,136.4931640625,,0.0
0,1306.2694091796875,187.6516265869141,1351.0496826171875,253.6161346435547,,0.0
0,1399.317626953125,11.709409713745115,1430.1214599609375,40.364288330078125,,0.0
0,1017.8317260742188,123.6260223388672,1098.2989501953125,173.4478759765625,,0.0
0,742.3307495117188,286.85223388671875,798.7089233398438,338.3026428222656,,0.0
0,258.4706115722656,77.74348449707031,274.8882751464844,107.10047912597656,,0.0
0,974.1541748046876,223.1201934814453,996.177490234375,262.1014404296875,,0.0
0,1172.166015625,635.4169921875,1200.4442138671875,691.4591674804688,,0.0
0,1377.0423583984375,208.0446929931641,1394.49658203125,255.0417633056641,,0.0
0,1386.653076171875,176.4423370361328,1406.2581787109375,217.7650451660156,,0.0
0,1347.45263671875,188.6648101806641,1362.5081787109375,231.856185913086,,0.0
0,462.1651916503906,202.8550720214844,480.1942138671875,238.08746337890625,,0.0
0,1148.3636474609375,634.484130859375,1200.738037109375,692.4149780273438,,0.0
10,788.1317138671875,568.1580810546875,916.2454223632812,687.353515625,,0.0
10,1154.3868408203125,116.0458526611328,1200.770263671875,163.60105895996094,,0.0
10,201.2979888916016,162.6586456298828,260.4622497558594,213.84982299804688,,0.0
10,669.204833984375,599.1852416992188,796.7905883789062,714.1290893554688,,0.0
10,602.2533569335938,631.3836669921875,732.3639526367188,719.2898559570312,,0.0
10,1002.9342041015624,294.5780944824219,1072.2774658203125,370.2227783203125,,0.0
