frame,track_id,x1,y1,x2,y2,class_name,keep,correct_class,notes
0,1,787.5336914,568.2329712,916.2425537,687.5667725,auto,Y,,
0,2,1165.773804,112.7273712,1210.558838,159.4709167,auto,Y,,
0,3,201.5503693,162.6943665,260.4935303,213.7127991,auto,Y,,
0,4,669.052002,599.1838379,796.7198486,714.2750244,auto,Y,,
0,5,601.9777832,631.4344482,732.0919189,719.4009399,auto,Y,,
0,6,1023.692017,285.225769,1092.275635,358.1706238,auto,Y,,
0,7,1011.145325,164.4456787,1047.563232,212.5324707,bike,Y,,
0,8,1076.050781,406.5670776,1149.766846,474.2604065,bike,Y,,
0,9,117.5255203,649.0819092,198.5770416,720,bike,Y,,
0,10,257.8902588,231.1963654,309.2443848,277.2550659,bike,Y,,
0,11,145.7408905,228.0344543,194.4222717,274.7610168,bike,Y,,
0,12,247.2283936,121.8344879,268.2852173,158.8870544,bike,Y,,
0,13,925.8007813,572.6207886,1045.365967,683.7622681,auto,Y,,
0,14,607.8447266,324.2595825,690.043335,393.8363037,auto,Y,,
0,15,782.3499756,219.3066254,819.6647949,268.6841431,bike,Y,,
0,16,1238.692871,90.08319855,1297.366333,133.0007019,car,Y,,
0,17,658.5513306,269.3075562,704.324646,331.1398315,bike,Y,,
0,18,243.01651,206.1733704,283.6743164,247.4830322,bike,Y,,
0,19,848.3549805,242.5733948,930.3382568,333.6642456,auto,Y,,
0,20,1117.146973,154.4944458,1152.481689,197.655304,bike,Y,,
0,21,764.1625366,201.1985474,797.75,247.4202728,bike,Y,,
0,22,1132.82959,132.4954529,1164.754395,173.4603119,bike,Y,,
0,23,406.3866577,111.6897964,459.1008911,154.4960327,auto,Y,,
0,24,1069.985229,102.1807709,1096.726563,135.1427612,bike,Y,,
0,25,1288.461304,26.71140671,1310.45166,61.99176788,bike,,,
0,26,912.5953369,155.5424347,950.8786011,199.9877777,bike,Y,,
0,27,868.9002686,550.5401611,942.7818604,626.8789673,bike,Y,,
0,28,1361.929321,45.79069138,1404.959106,82.41255188,car,Y,,
0,29,517.210083,215.4342804,564.8575439,259.8608093,bike,Y,,
0,30,1303.967285,12.20917225,1320.285034,38.58117676,bike,Y,,
0,31,1037.432251,83.13522339,1073.108154,121.7446136,auto,Y,,
0,32,1159.061768,68.16092682,1178.787964,100.8179932,bike,Y,,
0,33,1300.38269,87.85623169,1355.837402,136.2881165,car,Y,,
0,34,749.3701172,289.751709,804.7628784,365.0245361,bike,Y,,
0,35,900.2087402,122.8335571,947.6049805,168.0379944,auto,Y,,
0,36,659.9538574,304.0326538,719.4841919,371.7782593,bike,Y,,
0,37,1089.386719,56.3744545,1137.603271,89.14439392,car,Y,,
0,38,1198.338745,143.3009949,1268.369019,192.6008759,car,Y,,
0,39,1327.375244,279.5184937,1389.311279,333.2528381,bike,Y,,
0,40,268.4125061,98.02125549,318.3441467,136.9419556,car,Y,,
0,41,898.4855957,148.110672,923.6461182,190.6029358,bike,Y,,
0,42,231.0476379,72.30872345,248.9671631,103.1244965,bike,Y,,
0,43,1144.718506,91.52762604,1164.553955,135.4989929,bike,N,,
0,44,1018.203613,123.4200439,1099.173096,174.6252441,car,Y,,
0,45,1306.269409,187.6516418,1351.049683,253.6161499,bike,N,,
0,46,1399.317627,11.70940876,1430.12146,40.36428833,car,Y,,
0,47,742.3308716,286.8521729,798.7090454,338.3026733,bike,Y,,
0,48,258.4706421,77.7434845,274.8882751,107.1004791,bike,Y,,
0,49,974.1541748,223.1202087,996.1774902,262.1014709,pedestrian,Y,,
0,50,1172.166016,635.4169922,1200.444214,691.4592285,pedestrian,Y,,
0,51,1377.042358,208.0447235,1394.496582,255.0417938,pedestrian,Y,,
0,52,1386.653076,176.442337,1406.258301,217.7650146,pedestrian,Y,,
0,53,1347.452637,188.6648254,1362.508301,231.8562012,pedestrian,Y,,
0,54,462.1651917,202.8550873,480.1942139,238.0874786,pedestrian,Y,,
0,55,1148.363647,634.4841309,1200.738037,692.4150391,pedestrian,N,,
80,1,787.4321899,568.8441162,915.616394,687.4840088,auto,Y,,
80,2,1056.911743,144.239212,1113.840088,194.5154724,auto,Y,,
80,3,200.8857422,162.0339661,260.5305176,213.8844604,auto,Y,,
80,4,669.1116333,599.3875122,796.3153076,714.4737549,auto,Y,,
80,5,601.836853,631.2235107,731.5827637,719.2131958,auto,Y,,
80,6,775.991333,403.7848511,862.9248047,498.4786377,auto,Y,,
80,7,842.6580811,193.771698,893.0249023,239.9221497,bike,Y,,
80,8,982.2409668,374.0209656,1044.289063,438.2664795,bike,Y,,
80,13,925.776001,572.8502808,1045.065796,684.3317261,auto,Y,,
80,15,1094.821045,104.2217941,1122.058228,142.8849182,bike,Y,,
80,16,1151.027588,132.2039948,1220.092529,181.6771851,car,Y,,
80,18,573.7871704,228.0463867,635.5612793,274.7875366,bike,Y,,
80,19,659.1330566,331.5606995,761.8911133,436.9598694,auto,Y,,
80,20,996.6716309,182.2530975,1038.638794,230.1995697,bike,Y,,
80,21,951.7406006,137.2496338,980.1185303,177.7067566,bike,Y,,
80,22,988.3977661,166.3031311,1023.81781,212.3907776,bike,Y,,
80,23,418.9978638,111.2977905,471.7752686,152.2324982,auto,Y,,
80,24,1229.428955,41.16156769,1249.612793,63.91499329,bike,Y,,
80,25,1382.844849,25.34383774,1400.469971,54.17549133,bike,Y,,
80,26,1158.64917,73.1397934,1180.051392,106.6781235,bike,Y,,
80,27,869.3444824,547.6994629,939.0652466,626.3970337,bike,Y,,
80,28,1256.282227,112.6656189,1310.945313,157.6608582,car,Y,,
80,29,709.0349121,236.3551636,764.3596191,282.703125,bike,Y,,
80,31,1078.234741,68.30127716,1116.834229,105.0142288,auto,Y,,
80,32,1274.565186,21.74144745,1292.4729,48.92158508,bike,Y,,
80,33,1116.000488,167.9634399,1191.0979,228.343277,car,Y,,
80,35,903.0224609,123.3632813,947.3641968,168.2357635,auto,Y,,
80,37,1092.561646,55.55865479,1137.410645,87.41323853,car,Y,,
80,38,957.4768066,249.8803406,1051.751465,317.9905701,car,Y,,
80,40,353.4581909,140.4555054,417.9863892,185.6201477,car,Y,,
80,42,321.9736938,111.1274719,345.459259,146.2262268,bike,Y,,
80,44,1191.608276,54.47013092,1252.977295,95.6289978,car,Y,,
80,45,1306.220459,187.7467041,1347.846436,253.3700562,bike,N,,
80,46,1306.934814,59.89492416,1357.692871,98.3298645,car,Y,,
80,48,353.4753418,117.4598083,373.7413025,145.7488861,bike,Y,,
80,49,893.6813965,222.8380127,912.9342041,260.1950684,pedestrian,Y,,
80,50,1173.451904,635.675293,1203.018555,691.9534912,pedestrian,Y,,
80,52,1378.878418,202.8865814,1396.097656,249.5835114,pedestrian,Y,,
80,53,1345.518677,189.4995422,1358.199585,233.5293579,pedestrian,Y,,
80,55,1147.797363,634.7870483,1203.564209,693.0004883,pedestrian,N,,
80,60,392.5116577,108.6180725,425.7457886,147.8519592,auto,Y,,
80,75,1032.273682,153.4857025,1049.644287,187.1325073,pedestrian,Y,,
80,79,1355.298462,194.0300293,1373.510498,244.4028931,pedestrian,Y,,
80,80,542.4001465,265.084198,593.4642334,331.5055847,bike,Y,,
